,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
43431,England,South Africa,Johannesburg,150,22,7,9.183673469387756,61.0,171
49824,Sri Lanka,India,Mirpur,22,88,8,4.125,18.0,138
26397,Bangladesh,New Zealand,Hamilton,56,48,5,4.666666666666667,14.0,78
7567,Bangladesh,West Indies,St Kitts,130,15,3,7.428571428571429,23.0,143
46463,South Africa,Sri Lanka,Centurion,59,87,7,10.727272727272727,50.0,126
12423,Pakistan,England,Manchester,184,3,6,9.435897435897436,51.0,190
39473,West Indies,India,Mirpur,24,86,10,4.235294117647059,22.0,129
30347,India,England,Kolkata,91,22,4,5.571428571428571,20.0,120
26377,Bangladesh,New Zealand,Hamilton,45,68,5,5.1923076923076925,26.0,78
32423,South Africa,Pakistan,Colombo,59,49,7,4.985915492957746,29.0,133
22081,India,New Zealand,Wellington,95,34,5,6.627906976744186,33.0,149
13157,Australia,India,Sydney,157,19,7,9.326732673267326,46.0,194
48774,Australia,India,Chandigarh,94,46,7,7.621621621621622,22.0,160
39031,Afghanistan,Bangladesh,Mirpur,59,47,4,4.8493150684931505,21.0,72
22659,England,South Africa,Johannesburg,61,79,8,8.926829268292684,52.0,202
38416,New Zealand,West Indies,Auckland,101,48,7,8.416666666666666,43.0,189
12237,Pakistan,England,Manchester,86,61,9,8.745762711864407,45.0,195
35130,India,England,Mumbai,169,6,4,8.894736842105264,61.0,177
4308,England,India,Manchester,87,58,9,8.419354838709678,34.0,159
40690,Sri Lanka,New Zealand,Chittagong,119,6,2,6.2631578947368425,38.0,119
47873,New Zealand,Pakistan,Chandigarh,55,85,10,9.428571428571429,54.0,180
31717,West Indies,Australia,Colombo,165,12,5,9.166666666666666,53.0,191
31658,West Indies,Australia,Colombo,81,70,8,9.72,67.0,191
15829,India,Pakistan,Durban,37,76,6,5.045454545454546,27.0,141
22557,Sri Lanka,India,Colombo,86,54,9,7.818181818181818,27.0,171
5385,Sri Lanka,India,Mumbai,32,87,7,5.818181818181818,27.0,135
14755,Australia,England,Sydney,152,38,6,11.121951219512194,49.0,221
12371,Pakistan,England,Manchester,101,53,8,9.044776119402986,49.0,190
5297,India,South Africa,Cape Town,97,50,8,8.314285714285715,38.0,172
19036,Australia,England,Manchester,93,30,7,6.2,33.0,145
12709,Sri Lanka,Pakistan,Lahore,42,87,7,7.636363636363637,38.0,147
11275,India,New Zealand,Wellington,84,59,6,8.262295081967213,34.0,165
27865,New Zealand,Sri Lanka,Lauderhill,71,44,7,5.605263157894737,29.0,120
42042,South Africa,West Indies,Johannesburg,206,17,6,12.0,62.0,231
37142,South Africa,Sri Lanka,Colombo,60,41,6,4.556962025316456,21.0,115
44177,Pakistan,Sri Lanka,Colombo,138,21,7,8.363636363636363,52.0,175
31021,England,Pakistan,Abu Dhabi,43,82,8,6.7894736842105265,35.0,129
13251,Australia,India,Sydney,101,48,8,8.416666666666666,41.0,186
31402,New Zealand,Bangladesh,Pallekele,45,79,9,6.585365853658536,29.0,191
36506,Sri Lanka,Australia,Melbourne,28,93,9,6.222222222222222,28.0,161
34687,West Indies,New Zealand,Lauderhill,58,67,9,6.566037735849057,30.0,209
953,India,England,Nagpur,108,30,7,7.2,41.0,144
6897,Sri Lanka,South Africa,Cape Town,67,56,7,6.28125,25.0,134
1412,West Indies,Pakistan,Dubai,39,71,5,4.775510204081633,22.0,115
43385,England,South Africa,Johannesburg,64,66,7,7.111111111111111,42.0,171
33650,Sri Lanka,Pakistan,Colombo,68,54,9,6.181818181818182,34.0,139
2947,Bangladesh,Sri Lanka,Colombo,124,41,7,9.417721518987342,43.0,176
17639,India,South Africa,Durban,127,15,6,7.257142857142857,50.0,153
31980,India,England,Colombo,168,0,6,8.262295081967213,51.0,170
35383,Australia,England,Southampton,242,5,4,12.626086956521739,83.0,248
458,New Zealand,Bangladesh,Mount Maunganui,103,36,7,7.357142857142857,53.0,194
8735,Pakistan,New Zealand,Abu Dhabi,24,90,8,4.8,24.0,148
23386,New Zealand,Sri Lanka,Colombo,42,92,10,9.0,42.0,170
5585,India,Sri Lanka,Colombo,150,17,7,8.737864077669903,49.0,174
48853,Afghanistan,West Indies,Nagpur,32,90,9,6.4,32.0,123
24738,Australia,India,Barbados,52,85,10,8.914285714285715,52.0,184
30666,Sri Lanka,Pakistan,Abu Dhabi,76,74,8,9.91304347826087,47.0,141
4961,Pakistan,Sri Lanka,Lahore,146,13,8,8.186915887850468,47.0,180
17766,New Zealand,Pakistan,Cape Town,119,13,3,6.672897196261682,35.0,143
15567,West Indies,Bangladesh,Johannesburg,24,92,9,5.142857142857143,24.0,164
4895,Pakistan,Sri Lanka,Lahore,52,78,10,7.428571428571429,39.0,180
23876,Pakistan,Bangladesh,St Lucia,46,85,10,7.885714285714286,37.0,172
30193,South Africa,New Zealand,Auckland,90,55,7,8.307692307692308,37.0,165
28686,India,England,Manchester,66,71,9,8.081632653061224,41.0,165
24378,Australia,Bangladesh,Barbados,43,72,7,5.375,22.0,141
20072,England,Pakistan,London,82,72,8,10.25,54.0,185
11684,India,West Indies,Lauderhill,128,26,7,8.170212765957446,42.0,167
7541,Bangladesh,West Indies,St Kitts,113,40,5,8.475,34.0,143
41663,Sri Lanka,Bangladesh,Chittagong,129,22,4,7.8979591836734695,30.0,168
31792,Pakistan,New Zealand,Pallekele,96,58,9,9.290322580645162,53.0,177
5209,India,South Africa,Centurion,152,16,6,8.76923076923077,51.0,188
36908,India,Pakistan,Bangalore,110,25,6,6.947368421052632,31.0,133
3315,Afghanistan,West Indies,St Kitts,58,38,2,4.2439024390243905,16.0,110
17885,India,Australia,Durban,155,16,7,8.942307692307692,66.0,188
46534,South Africa,Sri Lanka,Johannesburg,44,79,7,6.439024390243903,39.0,113
29716,Australia,India,Sydney,100,44,8,7.894736842105263,35.0,171
6663,South Africa,Pakistan,Johannesburg,100,37,8,7.228915662650603,42.0,188
39613,South Africa,New Zealand,Chittagong,46,75,7,6.133333333333334,31.0,170
44440,Australia,South Africa,Durban,154,3,1,7.897435897435898,42.0,157
36576,Sri Lanka,Australia,Melbourne,110,24,6,6.875,46.0,161
10398,India,Bangladesh,Nagpur,160,8,5,8.571428571428571,52.0,174
43202,South Africa,Australia,Sydney,141,3,4,7.230769230769231,28.0,145
4031,Pakistan,New Zealand,Auckland,57,83,10,9.243243243243244,51.0,201
42415,New Zealand,Pakistan,Dubai,79,48,6,6.583333333333333,36.0,135
19210,Australia,South Africa,Johannesburg,70,65,7,7.636363636363637,52.0,166
9909,Australia,South Africa,Johannesburg,182,5,4,9.495652173913044,41.0,196
4774,Sri Lanka,Pakistan,Abu Dhabi,46,75,9,6.133333333333334,32.0,124
24142,Australia,Pakistan,St Lucia,79,64,8,8.464285714285714,40.0,191
46966,England,West Indies,Mumbai,136,20,7,8.16,42.0,182
2669,Pakistan,West Indies,Trinidad,45,66,7,5.0,30.0,132
27158,Sri Lanka,India,Nagpur,189,9,7,10.216216216216216,63.0,215
34692,West Indies,New Zealand,Lauderhill,65,62,9,6.724137931034483,33.0,209
27417,Pakistan,England,Dubai,123,4,2,6.362068965517241,37.0,129
11305,India,New Zealand,Wellington,112,29,4,7.384615384615385,28.0,165
28482,New Zealand,Pakistan,Hamilton,112,32,7,7.636363636363637,35.0,185
24010,India,South Africa,St Lucia,41,74,8,5.3478260869565215,31.0,186
14778,Australia,England,Sydney,185,15,5,10.571428571428571,37.0,221
33622,Sri Lanka,Pakistan,Colombo,35,82,10,5.526315789473684,23.0,139
22706,England,South Africa,Johannesburg,143,34,7,9.976744186046512,66.0,202
8168,New Zealand,India,Hamilton,140,36,8,10.0,53.0,212
42902,Australia,South Africa,Adelaide,67,59,7,6.590163934426229,26.0,144
17715,New Zealand,Pakistan,Cape Town,65,63,9,6.842105263157895,32.0,143
29205,South Africa,Australia,Cape Town,67,54,8,6.090909090909091,32.0,146
14128,England,Australia,Southampton,106,47,6,8.712328767123287,47.0,179
48667,England,Sri Lanka,Delhi,115,24,7,7.1875,42.0,171
31831,Pakistan,New Zealand,Pallekele,143,21,6,8.666666666666666,33.0,177
32512,India,Australia,Colombo,56,81,9,8.615384615384615,46.0,140
17008,Sri Lanka,Bangladesh,Johannesburg,111,16,5,6.403846153846154,27.0,147
36588,Sri Lanka,Australia,Melbourne,130,12,6,7.222222222222222,49.0,161
7741,Bangladesh,West Indies,Lauderhill,71,84,8,11.833333333333334,63.0,184
36304,Australia,Pakistan,Dubai,112,50,9,9.6,64.0,168
6069,India,Bangladesh,Colombo,104,37,9,7.518072289156627,37.0,176
430,New Zealand,Bangladesh,Mount Maunganui,52,64,7,5.571428571428571,18.0,194
44805,India,Australia,Adelaide,164,11,8,9.027522935779816,48.0,188
32200,New Zealand,Sri Lanka,Pallekele,136,28,8,8.869565217391305,50.0,174
37935,South Africa,Australia,Centurion,87,29,4,5.736263736263736,26.0,128
19939,India,Bangladesh,Nottingham,59,76,9,8.045454545454545,42.0,180
4795,Sri Lanka,Pakistan,Abu Dhabi,68,54,9,6.181818181818182,26.0,124
24567,Pakistan,England,Barbados,123,11,3,6.770642201834862,26.0,147
25125,England,South Africa,Barbados,69,77,9,9.627906976744185,46.0,168
4241,Pakistan,New Zealand,Mount Maunganui,166,5,4,8.660869565217391,56.0,181
21657,Pakistan,South Africa,Nottingham,43,90,8,8.6,43.0,149
45115,England,Pakistan,Dubai,53,70,7,6.36,34.0,160
39293,Sri Lanka,South Africa,Chittagong,142,17,5,8.271844660194175,46.0,165
179,Australia,Sri Lanka,Adelaide,79,68,9,9.115384615384615,44.0,187
37551,West Indies,England,Barbados,168,2,7,8.542372881355933,54.0,170
43366,England,South Africa,Johannesburg,46,85,9,7.885714285714286,43.0,171
8655,Pakistan,Australia,Dubai,87,50,10,7.457142857142857,26.0,150
10233,India,Bangladesh,Delhi,75,50,7,6.428571428571429,38.0,148
32430,South Africa,Pakistan,Colombo,70,42,6,5.384615384615385,35.0,133
25549,Pakistan,South Africa,St Lucia,120,25,6,7.578947368421052,51.0,148
8323,New Zealand,Sri Lanka,Auckland,155,13,3,8.69158878504673,63.0,179
29246,South Africa,Australia,Cape Town,125,14,7,7.0754716981132075,50.0,146
1418,West Indies,Pakistan,Dubai,43,65,5,4.6909090909090905,21.0,115
27104,Sri Lanka,India,Nagpur,83,63,9,8.736842105263158,53.0,215
10089,South Africa,India,Chandigarh,49,74,9,6.391304347826087,26.0,149
22568,Sri Lanka,India,Colombo,98,43,8,7.636363636363637,33.0,171
28739,India,England,Manchester,146,19,5,8.673267326732674,41.0,165
10640,New Zealand,England,Christchurch,138,12,6,7.666666666666667,45.0,153
2207,New Zealand,Australia,Auckland,191,29,8,12.593406593406593,71.0,243
42562,England,New Zealand,Manchester,145,24,5,9.0625,50.0,191
34474,West Indies,Australia,Barbados,134,35,5,9.458823529411765,24.0,160
29322,Australia,South Africa,Johannesburg,51,64,7,5.464285714285714,34.0,147
30201,South Africa,New Zealand,Auckland,110,47,7,9.04109589041096,51.0,165
30612,West Indies,England,London,112,1,5,5.647058823529412,48.0,113
25291,West Indies,India,Barbados,106,36,9,7.571428571428571,48.0,169
34717,West Indies,New Zealand,Lauderhill,102,40,8,7.65,44.0,209
26469,New Zealand,Australia,Wellington,33,81,8,5.076923076923077,30.0,118
27043,Pakistan,New Zealand,Dubai,151,2,5,7.677966101694915,37.0,153
21661,Pakistan,South Africa,Nottingham,46,86,8,8.117647058823529,42.0,149
45617,New Zealand,Sri Lanka,Mount Maunganui,95,62,10,9.827586206896552,45.0,182
13236,Australia,India,Sydney,79,62,8,8.172413793103448,40.0,186
26249,Australia,England,Barbados,37,74,7,4.826086956521739,27.0,147
16010,New Zealand,Sri Lanka,Johannesburg,136,20,5,8.16,37.0,164
7789,Bangladesh,West Indies,Lauderhill,121,38,6,8.853658536585366,32.0,184
23763,Afghanistan,India,St Lucia,34,75,7,4.533333333333333,20.0,115
20510,Sri Lanka,West Indies,Nottingham,187,6,6,9.842105263157896,47.0,192
32541,India,Australia,Colombo,74,52,5,6.529411764705882,19.0,140
44551,South Africa,Australia,Johannesburg,162,15,5,9.257142857142858,50.0,204
44249,Sri Lanka,Pakistan,Colombo,60,70,8,7.2,33.0,172
1038,India,England,Bangalore,68,71,8,8.326530612244898,42.0,202
26105,Pakistan,Australia,St Lucia,32,89,10,6.193548387096774,32.0,191
11195,India,New Zealand,Hamilton,149,13,6,8.355140186915888,44.0,179
24193,Australia,Pakistan,St Lucia,174,14,6,9.849056603773585,58.0,191
48283,Australia,Pakistan,Chandigarh,102,42,7,7.846153846153846,38.0,193
10929,New Zealand,India,Auckland,130,36,7,9.285714285714286,46.0,203
31168,West Indies,Bangladesh,Mirpur,64,60,8,6.4,34.0,132
45717,Sri Lanka,New Zealand,Auckland,37,83,8,6.0,34.0,142
246,Australia,Sri Lanka,Adelaide,185,3,4,9.487179487179487,52.0,187
37416,Australia,England,Sydney,149,15,4,8.514285714285714,38.0,195
48670,England,Sri Lanka,Delhi,117,23,7,7.237113402061856,41.0,171
49532,India,Bangladesh,Mirpur,107,26,6,6.829787234042553,51.0,166
16891,Australia,Pakistan,Johannesburg,158,11,5,8.697247706422019,56.0,164
45506,England,Pakistan,Manchester,85,51,7,7.391304347826087,29.0,135
95,Australia,Sri Lanka,Melbourne,120,26,7,7.659574468085107,42.0,168
20816,India,West Indies,London,43,79,7,6.2926829268292686,28.0,153
20691,Sri Lanka,Pakistan,London,72,79,10,10.536585365853659,47.0,150
3623,Sri Lanka,India,Colombo,80,66,7,8.88888888888889,34.0,170
46980,England,West Indies,Mumbai,164,6,6,8.631578947368421,50.0,182
41144,South Africa,India,Mirpur,90,48,8,7.5,41.0,172
9416,Sri Lanka,Australia,Melbourne,108,25,6,6.821052631578947,39.0,142
4192,Pakistan,New Zealand,Mount Maunganui,84,52,8,7.411764705882353,34.0,181
47299,South Africa,England,Mumbai,128,55,8,11.815384615384616,46.0,229
20365,South Africa,New Zealand,London,93,26,5,5.9361702127659575,30.0,128
36661,New Zealand,Sri Lanka,Pallekele,28,63,4,2.9473684210526314,16.0,74
36640,New Zealand,Sri Lanka,Pallekele,16,83,7,2.5945945945945947,12.0,74
52,Australia,Sri Lanka,Melbourne,66,68,10,7.615384615384615,40.0,168
21689,Pakistan,South Africa,Nottingham,69,59,8,6.786885245901639,25.0,149
42625,England,Australia,Cardiff,23,86,8,4.0588235294117645,16.0,182
10452,India,West Indies,Mumbai,86,74,10,11.217391304347826,60.0,240
29915,South Africa,New Zealand,Wellington,37,87,8,6.7272727272727275,36.0,147
16748,New Zealand,England,Durban,114,31,5,7.685393258426966,54.0,164
15847,India,Pakistan,Durban,66,58,6,6.387096774193548,37.0,141
8240,New Zealand,Sri Lanka,Auckland,30,88,6,5.625,28.0,179
19626,Australia,New Zealand,Sydney,120,19,6,7.128712871287129,39.0,150
10955,New Zealand,India,Auckland,188,10,5,10.254545454545454,65.0,203
23402,New Zealand,Sri Lanka,Colombo,56,76,10,7.636363636363637,43.0,170
27982,New Zealand,Sri Lanka,Lauderhill,58,52,4,5.117647058823529,33.0,81
7133,South Africa,Sri Lanka,Johannesburg,51,72,9,6.375,37.0,198
3679,Sri Lanka,India,Colombo,138,13,3,7.738317757009346,31.0,170
13278,Australia,India,Sydney,145,24,8,9.0625,51.0,186
12839,Bangladesh,Pakistan,Lahore,36,83,10,5.837837837837838,34.0,141
8822,Pakistan,New Zealand,Abu Dhabi,134,5,4,6.991304347826087,41.0,148
30966,England,Pakistan,Dubai,129,17,5,7.514563106796117,34.0,150
61,Australia,Sri Lanka,Melbourne,75,59,10,7.377049180327869,30.0,168
47673,Sri Lanka,West Indies,Bangalore,73,37,5,5.27710843373494,24.0,122
49048,Sri Lanka,South Africa,Delhi,107,19,3,6.356435643564357,25.0,120
9914,Australia,South Africa,Johannesburg,196,0,4,9.8,44.0,196
6440,South Africa,Sri Lanka,Colombo,84,37,2,6.072289156626506,20.0,98
13848,South Africa,England,Cape Town,71,73,9,9.063829787234043,60.0,179
29805,Australia,India,Melbourne,50,77,7,6.976744186046512,31.0,131
41394,South Africa,Pakistan,Johannesburg,98,42,7,7.538461538461538,25.0,153
34663,West Indies,New Zealand,Lauderhill,33,88,9,6.1875,21.0,209
43897,New Zealand,South Africa,Centurion,105,48,7,8.75,37.0,177
27330,Pakistan,England,Dubai,20,89,8,3.870967741935484,20.0,129
30893,England,Pakistan,Dubai,38,88,8,7.125,33.0,150
28995,West Indies,Pakistan,St Lucia,131,11,5,7.2110091743119265,24.0,150
22842,South Africa,England,Centurion,205,22,6,12.551020408163266,59.0,241
17379,Sri Lanka,Australia,Cape Town,80,26,3,5.1063829787234045,25.0,101
22410,India,New Zealand,Christchurch,59,77,6,8.232558139534884,34.0,162
16100,Bangladesh,South Africa,Cape Town,102,53,4,9.134328358208956,28.0,144
45511,England,Pakistan,Manchester,90,46,7,7.297297297297297,30.0,135
40820,Bangladesh,Australia,Mirpur,153,1,6,7.714285714285714,33.0,153
6613,South Africa,Pakistan,Johannesburg,42,87,10,7.636363636363637,42.0,188
45740,Sri Lanka,New Zealand,Auckland,64,60,6,6.4,36.0,142
42760,New Zealand,Pakistan,Dubai,51,74,8,6.6521739130434785,37.0,144
12895,Bangladesh,Pakistan,Lahore,100,30,7,6.666666666666667,32.0,141
6806,Pakistan,South Africa,Centurion,129,24,4,8.0625,37.0,168
31340,India,Afghanistan,Colombo,128,15,6,7.314285714285714,43.0,159
30246,South Africa,New Zealand,Auckland,159,3,3,8.153846153846153,28.0,165
48068,England,Afghanistan,Delhi,105,14,3,5.943396226415095,32.0,142
4361,England,India,Manchester,150,8,2,8.035714285714286,41.0,159
3288,Afghanistan,West Indies,St Kitts,42,65,6,4.581818181818182,16.0,110
26475,New Zealand,Australia,Wellington,36,75,7,4.8,29.0,118
3266,Afghanistan,West Indies,St Kitts,28,86,7,4.9411764705882355,26.0,110
17492,Bangladesh,Pakistan,Cape Town,109,38,6,7.975609756097561,36.0,140
3671,Sri Lanka,India,Colombo,134,21,4,8.121212121212121,33.0,170
45523,England,Pakistan,Manchester,102,35,6,7.2,31.0,135
28072,Pakistan,South Africa,Abu Dhabi,43,67,5,4.867924528301887,15.0,120
4896,Pakistan,Sri Lanka,Lahore,53,77,10,7.395348837209302,39.0,180
29882,Australia,India,Melbourne,131,2,0,6.661016949152542,32.0,131
23271,New Zealand,Sri Lanka,Colombo,39,83,8,6.324324324324325,34.0,141
39373,Pakistan,Australia,Mirpur,81,60,8,8.1,51.0,191
30605,West Indies,England,London,101,8,5,5.410714285714286,42.0,113
38672,Sri Lanka,England,London,106,38,6,7.7560975609756095,31.0,183
23784,Afghanistan,India,St Lucia,52,54,7,4.7272727272727275,23.0,115
4345,England,India,Manchester,125,22,4,7.653061224489796,30.0,159
18616,West Indies,South Africa,Johannesburg,108,11,3,5.944954128440367,39.0,131
17841,India,Australia,Durban,61,59,8,6.0,31.0,188
31208,West Indies,Bangladesh,Mirpur,107,22,6,6.551020408163265,35.0,132
3793,New Zealand,West Indies,Mount Maunganui,74,77,10,10.325581395348838,50.0,243
11452,India,New Zealand,Mount Maunganui,148,6,6,7.7894736842105265,42.0,163
44894,India,Australia,Melbourne,107,44,9,8.447368421052632,33.0,184
17739,New Zealand,Pakistan,Cape Town,87,40,7,6.525,32.0,143
9734,South Africa,England,Centurion,136,40,7,10.2,48.0,222
33811,West Indies,Australia,Colombo,147,20,7,8.82,57.0,205
13480,New Zealand,West Indies,Mount Maunganui,98,54,8,8.909090909090908,49.0,238
46128,New Zealand,Pakistan,Wellington,110,47,6,9.04109589041096,47.0,196
18543,West Indies,South Africa,Johannesburg,31,82,8,4.894736842105263,27.0,131
42292,South Africa,West Indies,Durban,110,46,10,8.91891891891892,28.0,195
36425,Australia,Sri Lanka,Sydney,69,49,7,5.830985915492958,35.0,137
47442,Pakistan,India,Kolkata,83,35,7,5.858823529411764,37.0,118
39263,Sri Lanka,South Africa,Chittagong,96,46,7,7.783783783783784,28.0,165
16742,New Zealand,England,Durban,99,36,5,7.071428571428571,59.0,164
11614,India,West Indies,Lauderhill,34,93,10,7.555555555555555,30.0,167
21184,England,India,London,60,69,9,7.0588235294117645,39.0,153
2664,Pakistan,West Indies,Trinidad,42,71,8,5.142857142857143,27.0,132
32834,West Indies,Sri Lanka,Pallekele,122,6,6,6.421052631578948,42.0,129
14165,England,Australia,Southampton,158,11,5,8.697247706422019,49.0,179
26392,Bangladesh,New Zealand,Hamilton,53,53,5,4.746268656716418,14.0,78
22031,India,New Zealand,Wellington,47,84,8,7.833333333333333,45.0,149
2733,Pakistan,West Indies,Trinidad,131,3,2,6.717948717948718,45.0,132
43996,Pakistan,Bangladesh,Mirpur,43,72,10,5.375,36.0,141
27098,Sri Lanka,India,Nagpur,74,69,9,8.705882352941176,58.0,215
15641,West Indies,Bangladesh,Johannesburg,126,19,7,7.485148514851486,38.0,164
1154,West Indies,India,Lauderhill,91,79,10,13.317073170731707,69.0,245
5522,India,Sri Lanka,Colombo,47,79,8,6.878048780487805,37.0,174
10509,India,West Indies,Mumbai,182,20,8,10.92,46.0,240
32774,West Indies,Sri Lanka,Pallekele,42,66,8,4.666666666666667,28.0,129
21832,Sri Lanka,West Indies,London,90,38,7,6.585365853658536,27.0,158
6572,South Africa,Pakistan,Cape Town,184,6,5,9.68421052631579,42.0,192
14010,South Africa,England,Cape Town,96,38,7,7.024390243902439,34.0,191
27132,Sri Lanka,India,Nagpur,135,35,7,9.529411764705882,57.0,215
30220,South Africa,New Zealand,Auckland,137,28,4,8.934782608695652,53.0,165
49010,Sri Lanka,South Africa,Delhi,79,56,6,7.40625,33.0,120
22803,South Africa,England,Centurion,130,61,10,13.220338983050848,80.0,241
17325,Sri Lanka,Australia,Cape Town,28,78,6,4.0,18.0,101
13173,Australia,India,Sydney,182,3,5,9.333333333333334,53.0,194
40394,Pakistan,Bangladesh,Mirpur,98,46,7,7.945945945945946,36.0,190
20449,Sri Lanka,West Indies,Nottingham,85,66,10,9.444444444444445,44.0,192
32958,South Africa,Australia,Colombo,125,7,5,6.6371681415929205,39.0,146
11166,India,New Zealand,Hamilton,106,42,7,8.153846153846153,24.0,179
46015,Pakistan,New Zealand,Hamilton,106,35,7,7.482352941176471,49.0,168
8920,New Zealand,Pakistan,Dubai,97,31,6,6.53932584269663,29.0,153
34168,Pakistan,Bangladesh,Mirpur,45,89,9,8.709677419354838,39.0,135
37246,England,Australia,Melbourne,71,59,5,6.983606557377049,29.0,130
26603,New Zealand,Australia,Christchurch,69,69,8,8.117647058823529,32.0,214
5041,India,South Africa,Johannesburg,111,58,7,10.741935483870968,44.0,203
25737,India,Sri Lanka,St Lucia,57,81,9,8.76923076923077,46.0,163
15871,India,Pakistan,Durban,90,35,5,6.352941176470588,36.0,141
28075,Pakistan,South Africa,Abu Dhabi,48,64,5,5.142857142857143,19.0,120
2776,Bangladesh,Sri Lanka,Colombo,58,84,7,9.666666666666666,45.0,155
20700,Sri Lanka,Pakistan,London,80,71,10,9.795918367346939,39.0,150
6143,Sri Lanka,Bangladesh,Colombo,32,84,6,5.333333333333333,29.0,159
34046,West Indies,England,Nottingham,100,31,7,6.741573033707865,43.0,172
39924,Sri Lanka,England,Chittagong,162,14,7,9.169811320754716,56.0,189
23640,Australia,Pakistan,Melbourne,51,83,9,8.27027027027027,44.0,127
41427,South Africa,Pakistan,Johannesburg,139,10,4,7.581818181818182,38.0,153
14242,South Africa,New Zealand,Johannesburg,90,56,8,8.4375,34.0,133
37781,England,West Indies,Barbados,132,15,5,7.542857142857143,27.0,165
35718,England,New Zealand,Auckland,167,29,7,11.010989010989011,57.0,214
39879,Sri Lanka,England,Chittagong,83,54,9,7.545454545454546,41.0,189
21347,England,West Indies,London,113,33,7,7.793103448275862,35.0,161
49418,England,West Indies,Kolkata,131,18,3,7.705882352941177,41.0,155
484,New Zealand,Bangladesh,Mount Maunganui,167,10,6,9.10909090909091,69.0,194
7298,Australia,India,Melbourne,84,35,4,5.929411764705883,31.0,132
17709,New Zealand,Pakistan,Cape Town,55,69,9,6.470588235294118,26.0,143
46915,England,West Indies,Mumbai,64,70,9,7.68,29.0,182
373,New Zealand,Bangladesh,Mount Maunganui,195,0,3,9.75,40.0,195
3988,Pakistan,New Zealand,Wellington,90,8,1,4.821428571428571,37.0,105
1028,India,England,Bangalore,60,81,9,9.23076923076923,52.0,202
33700,Sri Lanka,Pakistan,Colombo,121,7,6,6.424778761061947,27.0,139
3181,West Indies,Pakistan,Trinidad,61,50,7,5.228571428571429,12.0,124
22420,India,New Zealand,Christchurch,64,67,5,7.245283018867925,24.0,162
24192,Australia,Pakistan,St Lucia,172,15,6,9.82857142857143,57.0,191
31807,Pakistan,New Zealand,Pallekele,117,43,9,9.116883116883116,50.0,177
29065,India,West Indies,Trinidad,56,67,6,6.339622641509434,37.0,159
12874,Bangladesh,Pakistan,Lahore,75,50,9,6.428571428571429,34.0,141
9944,Australia,South Africa,Cape Town,61,91,10,12.620689655172415,61.0,193
21103,New Zealand,Pakistan,London,80,37,4,5.783132530120482,26.0,99
1083,India,England,Bangalore,139,26,7,8.872340425531915,56.0,202
44866,India,Australia,Melbourne,77,71,10,9.428571428571429,61.0,184
39366,Pakistan,Australia,Mirpur,67,67,8,7.584905660377358,42.0,191
47101,Pakistan,Bangladesh,Kolkata,183,7,6,9.716814159292035,62.0,201
24383,Australia,Bangladesh,Barbados,48,68,7,5.538461538461538,27.0,141
19023,Australia,England,Manchester,77,43,7,6.0,23.0,145
44900,India,Australia,Melbourne,118,38,9,8.634146341463415,37.0,184
25638,New Zealand,England,St Lucia,65,58,8,6.290322580645161,31.0,149
43083,South Africa,Australia,Melbourne,100,1,3,5.042016806722689,29.0,101
9845,Australia,South Africa,Johannesburg,98,62,8,10.137931034482758,36.0,196
15729,England,Australia,Cape Town,75,53,6,6.7164179104477615,38.0,135
12755,Sri Lanka,Pakistan,Lahore,89,42,6,6.846153846153846,31.0,147
13275,Australia,India,Sydney,141,27,8,9.096774193548388,54.0,186
15327,West Indies,England,London,52,78,9,7.428571428571429,44.0,169
42265,South Africa,West Indies,Durban,86,72,10,10.75,65.0,195
39297,Sri Lanka,South Africa,Chittagong,147,13,5,8.242990654205608,43.0,165
3546,Afghanistan,West Indies,St Kitts,108,23,6,6.680412371134021,44.0,146
48603,England,Sri Lanka,Delhi,29,88,9,5.4375,27.0,171
42830,New Zealand,Pakistan,Dubai,129,8,3,6.910714285714286,46.0,144
26649,New Zealand,Australia,Christchurch,159,24,5,9.9375,71.0,214
14083,England,Australia,Southampton,39,90,9,7.8,38.0,179
23634,Australia,Pakistan,Melbourne,42,89,9,8.129032258064516,42.0,127
29957,South Africa,New Zealand,Wellington,71,45,6,5.68,25.0,147
10644,New Zealand,England,Christchurch,146,8,6,7.821428571428571,51.0,153
11952,Australia,England,Southampton,153,0,4,7.65,52.0,157
25389,Australia,Sri Lanka,Barbados,63,61,6,6.406779661016949,33.0,168
48274,Australia,Pakistan,Chandigarh,92,51,7,8.0,37.0,193
25015,New Zealand,Pakistan,Barbados,61,61,6,6.203389830508475,21.0,133
33525,India,South Africa,Colombo,70,57,6,6.666666666666667,34.0,152
46125,New Zealand,Pakistan,Wellington,105,48,7,8.75,42.0,196
37050,Sri Lanka,Bangladesh,Pallekele,168,11,5,9.247706422018348,56.0,198
6750,Pakistan,South Africa,Centurion,57,77,8,7.953488372093023,34.0,168
32174,New Zealand,Sri Lanka,Pallekele,89,53,9,7.970149253731344,45.0,174
47414,Pakistan,India,Kolkata,50,63,8,5.2631578947368425,30.0,118
34805,West Indies,New Zealand,Lauderhill,44,79,9,6.439024390243903,22.0,177
17517,Bangladesh,Pakistan,Cape Town,133,14,3,7.528301886792453,28.0,140
18109,India,Australia,Melbourne,56,40,4,4.2,17.0,74
